year,month,rank_ME,rank_IA,rank_ROE,nstocks,ret_vw,retx_vw
1981,2,2,3,1,24,0.7346,-0.0545
1981,2,2,3,2,74,-0.3628,-0.7462
1981,2,2,3,3,99,0.2297,-0.2056
1981,3,1,1,1,264,7.3563,7.0048
1981,3,1,1,2,142,6.6828,6.2864
1981,3,1,1,3,89,4.0401,3.6482
1981,3,1,2,1,134,6.8557,6.4758
1981,3,1,2,2,141,7.7016,7.3898
1981,3,1,2,3,103,7.8701,7.5328
1981,3,1,3,1,116,9.8477,9.5582
1981,3,1,3,2,133,9.5654,9.3206
1981,3,1,3,3,138,9.8406,9.7019
1981,3,2,1,1,43,8.2256,7.8837
1981,3,2,1,2,64,5.6655,5.4176
1981,3,2,1,3,30,1.9465,1.8256
1981,3,2,2,1,55,1.9124,1.5944
1981,3,2,2,2,147,2.8643,2.4938
1981,3,2,2,3,90,2.3698,2.1147
1981,3,2,3,1,22,6.5781,6.5063
1981,3,2,3,2,79,3.1837,2.8697
1981,3,2,3,3,96,5.8798,5.7173
1981,4,1,1,1,274,2.2881,2.1195
1981,4,1,1,2,129,3.2579,2.8690
1981,4,1,1,3,93,1.0303,0.6744
1981,4,1,2,1,127,-0.2487,-0.5907
1981,4,1,2,2,144,3.3150,3.0789
1981,4,1,2,3,106,2.1487,1.9925
1981,4,1,3,1,115,-0.7028,-0.7951
1981,4,1,3,2,124,4.3308,4.1792
1981,4,1,3,3,147,3.0842,3.0208
1981,4,2,1,1,46,-0.3311,-0.6516
1981,4,2,1,2,62,-1.7412,-2.0064
1981,4,2,1,3,29,0.5841,0.4548
1981,4,2,2,1,54,1.8676,1.7178
1981,4,2,2,2,148,-1.3546,-1.6322
1981,4,2,2,3,89,-2.5890,-2.6817
1981,4,2,3,1,23,-8.6425,-8.7024
1981,4,2,3,2,82,-5.4587,-5.6831
1981,4,2,3,3,93,-2.1606,-2.2586
1981,5,1,1,1,255,2.7285,2.3727
1981,5,1,1,2,141,3.4669,2.9871
1981,5,1,1,3,95,4.4116,4.2691
1981,5,1,2,1,134,1.0205,0.6250
1981,5,1,2,2,138,4.6704,4.2050
1981,5,1,2,3,107,0.8829,0.6392
1981,5,1,3,1,121,1.4487,1.2200
1981,5,1,3,2,125,1.9856,1.5386
1981,5,1,3,3,145,5.9603,5.7359
1981,5,2,1,1,53,1.3259,0.5181
1981,5,2,1,2,65,-2.2467,-2.8395
1981,5,2,1,3,29,-1.4534,-2.4197
1981,5,2,2,1,48,3.8508,2.2853
1981,5,2,2,2,147,-0.0296,-0.7282
1981,5,2,2,3,100,0.0299,-0.8691
1981,5,2,3,1,37,0.6380,0.2270
1981,5,2,3,2,73,0.3953,-0.0734
1981,5,2,3,3,88,0.4973,0.0751
1981,6,1,1,1,252,-1.5892,-1.8888
1981,6,1,1,2,155,0.4447,0.0836
1981,6,1,1,3,88,-1.2174,-1.6811
1981,6,1,2,1,136,-0.1400,-0.4492
1981,6,1,2,2,147,-1.0755,-1.4086
1981,6,1,2,3,98,0.0454,-0.3097
1981,6,1,3,1,130,-4.3208,-4.4769
1981,6,1,3,2,128,-3.1991,-3.3959
1981,6,1,3,3,137,-4.8876,-5.0020
1981,6,2,1,1,50,-1.0002,-1.1551
1981,6,2,1,2,69,0.2042,-0.1969
1981,6,2,1,3,29,-1.1238,-1.2805
1981,6,2,2,1,39,0.9572,0.4376
1981,6,2,2,2,147,0.0788,-0.2727
1981,6,2,2,3,108,-0.9592,-1.1652
1981,6,2,3,1,36,-5.1951,-5.3152
1981,6,2,3,2,70,0.1958,-0.2097
1981,6,2,3,3,93,-3.0223,-3.1544
1981,7,1,1,1,287,-2.5820,-2.7574
1981,7,1,1,2,168,-1.9315,-2.1684
1981,7,1,1,3,88,-1.4792,-1.6728
1981,7,1,2,1,143,-3.7821,-3.9885
1981,7,1,2,2,158,-0.7584,-1.1196
1981,7,1,2,3,90,-2.6576,-2.9408
1981,7,1,3,1,104,-5.0887,-5.1957
1981,7,1,3,2,110,-3.6575,-3.8287
1981,7,1,3,3,130,-0.8384,-0.9306
1981,7,2,1,1,43,-3.9549,-4.3739
1981,7,2,1,2,55,-5.1235,-5.2664
1981,7,2,1,3,27,-1.6525,-1.9060
1981,7,2,2,1,49,-1.5309,-1.6701
1981,7,2,2,2,148,-0.9326,-1.1513
1981,7,2,2,3,91,1.5466,1.3340
1981,7,2,3,1,21,-1.8845,-1.9237
1981,7,2,3,2,86,2.4161,2.3022
1981,7,2,3,3,124,4.6296,4.5233
1981,8,1,1,1,268,-8.5565,-8.8952
1981,8,1,1,2,170,-6.2687,-6.7948
1981,8,1,1,3,100,-7.5504,-7.9291
1981,8,1,2,1,147,-5.6186,-6.2099
1981,8,1,2,2,147,-5.4300,-5.9982
1981,8,1,2,3,94,-5.3171,-5.7599
1981,8,1,3,1,103,-8.9501,-9.1728
1981,8,1,3,2,118,-7.1768,-7.6163
1981,8,1,3,3,128,-9.0754,-9.2685
1981,8,2,1,1,33,-6.1675,-6.8025
1981,8,2,1,2,66,-6.4214,-7.4247
1981,8,2,1,3,25,-3.7968,-4.2285
1981,8,2,2,1,54,-2.7417,-4.2679
1981,8,2,2,2,139,-5.5280,-6.2332
1981,8,2,2,3,90,-4.5850,-5.5267
1981,8,2,3,1,21,-9.2221,-9.6323
1981,8,2,3,2,92,-6.1480,-6.8834
1981,8,2,3,3,116,-7.0346,-7.5447
1981,9,1,1,1,260,-7.6333,-8.0324
1981,9,1,1,2,166,-6.0455,-6.5473
1981,9,1,1,3,109,-7.8139,-8.0408
1981,9,1,2,1,143,-4.9407,-5.4271
1981,9,1,2,2,145,-5.8772,-6.2546
1981,9,1,2,3,98,-6.2171,-6.5164
1981,9,1,3,1,103,-14.4416,-14.5683
1981,9,1,3,2,110,-8.4719,-8.7033
1981,9,1,3,3,140,-7.5163,-7.6340
1981,9,2,1,1,36,-6.2673,-6.6664
1981,9,2,1,2,66,-5.1171,-5.2589
1981,9,2,1,3,22,-5.7476,-5.9839
1981,9,2,2,1,54,-0.6594,-0.9717
1981,9,2,2,2,137,-4.3785,-4.8417
1981,9,2,2,3,90,-3.5227,-3.7584
1981,9,2,3,1,21,-8.1910,-8.4398
1981,9,2,3,2,92,-10.5424,-10.7026
1981,9,2,3,3,113,-8.6525,-8.7853
1981,10,1,1,1,261,6.8947,6.6787
1981,10,1,1,2,160,7.2869,6.9937
1981,10,1,1,3,109,10.9477,10.7679
1981,10,1,2,1,149,5.5002,5.0893
1981,10,1,2,2,138,5.8006,5.3805
1981,10,1,2,3,97,8.7536,8.5571
1981,10,1,3,1,97,4.0860,3.7934
1981,10,1,3,2,113,5.4378,5.2506
1981,10,1,3,3,140,12.1964,12.0804
1981,10,2,1,1,36,1.4545,0.9030
1981,10,2,1,2,67,4.4202,3.8989
1981,10,2,1,3,21,8.9764,8.8006
1981,10,2,2,1,53,2.8269,1.8868
1981,10,2,2,2,136,3.7255,3.2972
1981,10,2,2,3,91,4.0834,4.0076
1981,10,2,3,1,20,6.7210,6.5586
1981,10,2,3,2,94,6.9817,6.6665
1981,10,2,3,3,111,11.0287,10.6573
1981,11,1,1,1,256,0.5001,0.1665
1981,11,1,1,2,161,3.4054,2.7246
1981,11,1,1,3,104,4.2426,3.9203
1981,11,1,2,1,141,4.0792,3.4575
1981,11,1,2,2,150,5.9041,5.2986
1981,11,1,2,3,90,3.5096,3.1658
1981,11,1,3,1,102,0.6720,0.4221
1981,11,1,3,2,111,4.5382,4.2889
1981,11,1,3,3,135,1.7938,1.5257
1981,11,2,1,1,39,6.3696,5.5195
1981,11,2,1,2,50,4.5343,3.6681
1981,11,2,1,3,24,4.3748,3.7966
1981,11,2,2,1,43,4.8348,3.8623
1981,11,2,2,2,135,4.8445,3.6933
1981,11,2,2,3,91,3.7809,3.1158
1981,11,2,3,1,33,1.7240,1.0863
1981,11,2,3,2,91,3.6429,3.0763
1981,11,2,3,3,100,5.7814,5.4139
1981,12,1,1,1,260,-0.7760,-1.2072
1981,12,1,1,2,158,0.0351,-0.4309
1981,12,1,1,3,100,-1.3498,-1.6563
1981,12,1,2,1,136,-1.3010,-1.6379
1981,12,1,2,2,156,-0.4215,-0.9250
1981,12,1,2,3,89,-0.5375,-1.0577
1981,12,1,3,1,107,-2.2876,-2.4105
1981,12,1,3,2,120,-1.4486,-1.7616
1981,12,1,3,3,125,-2.8746,-3.0157
1981,12,2,1,1,42,-2.2779,-2.4257
1981,12,2,1,2,47,-1.7072,-1.8987
1981,12,2,1,3,23,-1.2476,-1.5149
1981,12,2,2,1,38,-1.7655,-1.9815
1981,12,2,2,2,139,-1.5269,-1.8308
1981,12,2,2,3,91,-2.3628,-2.8093
1981,12,2,3,1,34,-2.6137,-2.9193
1981,12,2,3,2,94,-3.4727,-3.6035
1981,12,2,3,3,95,-5.6207,-5.7649
1982,1,1,1,1,261,-2.5092,-2.6732
1982,1,1,1,2,158,-2.8705,-3.1135
1982,1,1,1,3,98,-4.1165,-4.2360
1982,1,1,2,1,134,0.9553,0.7165
1982,1,1,2,2,155,-2.4284,-2.9074
1982,1,1,2,3,90,-3.6507,-3.8310
1982,1,1,3,1,112,-2.2723,-2.4592
1982,1,1,3,2,121,-4.3125,-4.4053
1982,1,1,3,3,118,-4.8310,-4.9234
1982,1,2,1,1,43,-1.2682,-1.6410
1982,1,2,1,2,45,-1.9753,-2.2336
1982,1,2,1,3,23,-2.8007,-2.9205
1982,1,2,2,1,41,-2.1288,-2.3866
1982,1,2,2,2,139,-0.2070,-0.3806
1982,1,2,2,3,88,0.4792,0.3153
1982,1,2,3,1,36,-4.2038,-4.2215
1982,1,2,3,2,92,-4.9690,-5.0464
1982,1,2,3,3,94,-5.9400,-6.0449
1982,2,1,1,1,265,-3.9407,-4.2352
1982,2,1,1,2,157,-2.6960,-3.4293
1982,2,1,1,3,85,-2.5643,-2.8662
1982,2,1,2,1,122,-2.7653,-3.4277
1982,2,1,2,2,157,-1.3327,-1.9435
1982,2,1,2,3,96,-2.2485,-2.6416
1982,2,1,3,1,117,-9.9923,-10.3109
1982,2,1,3,2,117,-4.6303,-4.9850
1982,2,1,3,3,116,-5.9393,-6.2370
1982,2,2,1,1,47,-3.0965,-4.1404
1982,2,2,1,2,43,-1.3828,-2.4356
1982,2,2,1,3,22,-2.8328,-3.3859
1982,2,2,2,1,48,-2.1116,-3.1932
1982,2,2,2,2,129,-4.1033,-5.4059
1982,2,2,2,3,90,-3.6486,-4.3521
1982,2,2,3,1,32,-5.6068,-6.4040
1982,2,2,3,2,95,-9.5135,-10.5330
1982,2,2,3,3,96,-8.7106,-9.1179
1982,3,1,1,1,276,-0.0479,-0.5350
1982,3,1,1,2,147,1.0027,0.5576
1982,3,1,1,3,81,1.9981,1.6203
1982,3,1,2,1,123,2.1697,1.7187
1982,3,1,2,2,148,0.1275,-0.3084
1982,3,1,2,3,104,0.7602,0.1141
1982,3,1,3,1,109,-1.1891,-1.3074
1982,3,1,3,2,122,-3.2132,-3.4620
1982,3,1,3,3,122,-1.6888,-1.8866
1982,3,2,1,1,44,-0.8724,-1.0663
1982,3,2,1,2,49,-0.7223,-0.8850
1982,3,2,1,3,19,-2.2053,-2.5065
1982,3,2,2,1,48,4.4334,3.9703
1982,3,2,2,2,135,0.8810,0.4403
1982,3,2,2,3,84,-1.1963,-1.5893
1982,3,2,3,1,27,0.0799,-0.2511
1982,3,2,3,2,90,-2.3240,-2.5054
1982,3,2,3,3,105,-3.4085,-3.6332
1982,4,1,1,1,273,5.8244,5.6283
1982,4,1,1,2,148,6.0357,5.7691
1982,4,1,1,3,79,5.7518,5.6341
1982,4,1,2,1,125,4.2018,3.8867
1982,4,1,2,2,140,4.6493,4.0739
1982,4,1,2,3,110,6.2130,6.0337
1982,4,1,3,1,112,4.4271,4.2589
1982,4,1,3,2,116,5.0358,4.8056
1982,4,1,3,3,125,6.5272,6.4415
1982,4,2,1,1,43,5.8249,5.6078
1982,4,2,1,2,49,6.1953,5.8676
1982,4,2,1,3,20,8.0437,7.7391
1982,4,2,2,1,47,2.7630,2.4144
1982,4,2,2,2,136,2.1475,1.9213
1982,4,2,2,3,83,5.0077,4.8941
1982,4,2,3,1,25,2.6560,2.6449
1982,4,2,3,2,86,6.3593,6.3145
1982,4,2,3,3,109,5.7556,5.5626
1982,5,1,1,1,271,-3.7277,-4.0704
1982,5,1,1,2,157,-1.9595,-2.5246
1982,5,1,1,3,73,-1.7542,-2.3095
1982,5,1,2,1,118,-3.7637,-4.5501
1982,5,1,2,2,152,-1.4147,-2.0959
1982,5,1,2,3,108,-2.0785,-2.5334
1982,5,1,3,1,119,-3.7316,-4.0579
1982,5,1,3,2,111,-4.8750,-5.2874
1982,5,1,3,3,125,-3.2357,-3.4967
1982,5,2,1,1,42,-4.0219,-5.0136
1982,5,2,1,2,56,-3.0871,-4.0702
1982,5,2,1,3,22,-3.7297,-4.5586
1982,5,2,2,1,51,-2.9500,-4.0196
1982,5,2,2,2,134,-1.2182,-2.6306
1982,5,2,2,3,92,-4.0840,-4.8082
1982,5,2,3,1,34,2.0557,0.6589
1982,5,2,3,2,91,-1.5326,-2.4087
1982,5,2,3,3,98,-4.0353,-4.5899
1982,6,1,1,1,276,-0.4487,-0.9391
1982,6,1,1,2,161,-0.9863,-1.4160
1982,6,1,1,3,67,-0.5514,-0.7640
1982,6,1,2,1,112,-0.0723,-0.2594
1982,6,1,2,2,160,-1.7389,-2.1403
1982,6,1,2,3,108,1.0645,0.4451
1982,6,1,3,1,136,-0.9397,-1.0805
1982,6,1,3,2,119,-3.7509,-3.8908
1982,6,1,3,3,114,-1.2474,-1.4648
1982,6,2,1,1,43,-0.3712,-0.6684
1982,6,2,1,2,54,-1.6845,-1.8132
1982,6,2,1,3,24,-1.2363,-1.6124
1982,6,2,2,1,52,0.7097,0.5057
1982,6,2,2,2,136,-1.0415,-1.3854
1982,6,2,2,3,91,0.3395,-0.1078
1982,6,2,3,1,33,-3.3489,-3.5038
1982,6,2,3,2,92,-5.6168,-5.8987
1982,6,2,3,3,99,-4.8054,-4.8970
1982,7,1,1,1,276,-1.3290,-1.4924
1982,7,1,1,2,132,-1.4604,-1.6413
1982,7,1,1,3,51,3.4737,3.4465
1982,7,1,2,1,143,-0.4855,-0.6938
1982,7,1,2,2,155,0.6563,0.4485
1982,7,1,2,3,102,-1.2897,-1.7630
1982,7,1,3,1,136,-3.4479,-3.5792
1982,7,1,3,2,155,-1.7302,-1.9541
1982,7,1,3,3,126,-0.2242,-0.4274
1982,7,2,1,1,42,-2.7584,-2.8928
1982,7,2,1,2,63,-2.3664,-2.8830
1982,7,2,1,3,24,0.7460,0.3550
1982,7,2,2,1,48,-4.5076,-4.6135
1982,7,2,2,2,138,-2.8867,-3.0203
1982,7,2,2,3,96,1.5114,1.2005
1982,7,2,3,1,25,-3.1065,-3.5768
1982,7,2,3,2,77,-3.4717,-3.6507
1982,7,2,3,3,116,-3.9091,-4.0603
1982,8,1,1,1,268,8.8870,8.3986
1982,8,1,1,2,129,10.1110,9.3639
1982,8,1,1,3,70,9.9924,9.5182
1982,8,1,2,1,140,9.8886,9.3388
1982,8,1,2,2,160,8.8324,8.2889
1982,8,1,2,3,109,9.5031,8.8055
1982,8,1,3,1,147,10.4207,10.0786
1982,8,1,3,2,157,9.5105,9.0807
1982,8,1,3,3,128,10.2620,9.9772
1982,8,2,1,1,41,14.7061,13.9259
1982,8,2,1,2,61,13.1087,12.0036
1982,8,2,1,3,26,12.1474,11.7305
1982,8,2,2,1,40,14.1129,13.1686
1982,8,2,2,2,153,12.4628,10.8037
1982,8,2,2,3,86,11.3214,10.6142
1982,8,2,3,1,23,13.5808,13.1416
1982,8,2,3,2,80,14.8742,13.7387
1982,8,2,3,3,116,11.6919,11.1654
1982,9,1,1,1,259,1.4373,1.1468
1982,9,1,1,2,135,3.8465,3.5451
1982,9,1,1,3,84,3.4384,3.1960
1982,9,1,2,1,147,4.1706,3.7264
1982,9,1,2,2,164,4.1421,3.8119
1982,9,1,2,3,106,5.5815,5.4143
1982,9,1,3,1,153,-1.3657,-1.5287
1982,9,1,3,2,150,2.5201,2.3443
1982,9,1,3,3,150,3.6933,3.5638
1982,9,2,1,1,40,-0.7147,-1.0026
1982,9,2,1,2,56,-0.1271,-0.3218
1982,9,2,1,3,31,1.6360,1.1125
1982,9,2,2,1,37,-2.1910,-2.4308
1982,9,2,2,2,158,0.6938,0.4326
1982,9,2,2,3,86,1.6248,1.3853
1982,9,2,3,1,28,-3.6976,-4.0191
1982,9,2,3,2,73,1.3936,1.1480
1982,9,2,3,3,118,1.8498,1.6521
1982,10,1,1,1,248,11.6639,11.5521
1982,10,1,1,2,145,12.8195,12.5894
1982,10,1,1,3,79,14.9180,14.7430
1982,10,1,2,1,148,11.2411,11.0853
1982,10,1,2,2,160,11.3628,10.9399
1982,10,1,2,3,108,13.6645,13.5263
1982,10,1,3,1,158,16.5081,16.2866
1982,10,1,3,2,147,14.5962,14.3551
1982,10,1,3,3,152,13.4258,13.3126
1982,10,2,1,1,40,15.2956,14.9690
1982,10,2,1,2,56,12.4871,12.3076
1982,10,2,1,3,31,11.9062,11.4670
1982,10,2,2,1,36,13.7188,13.2130
1982,10,2,2,2,155,8.1887,7.8487
1982,10,2,2,3,90,10.3121,10.0796
1982,10,2,3,1,28,14.2594,13.7153
1982,10,2,3,2,72,12.1441,11.8079
1982,10,2,3,3,119,13.7709,13.6200
1982,11,1,1,1,239,8.6598,8.2709
1982,11,1,1,2,151,9.8330,9.3574
1982,11,1,1,3,99,9.8780,9.4802
1982,11,1,2,1,149,7.0877,6.6907
1982,11,1,2,2,186,8.4482,7.9812
1982,11,1,2,3,109,11.6907,11.2888
1982,11,1,3,1,161,6.3129,6.0867
1982,11,1,3,2,176,6.6411,6.3846
1982,11,1,3,3,155,11.5696,11.3456
1982,11,2,1,1,33,3.8686,3.4373
1982,11,2,1,2,57,5.7386,4.5818
1982,11,2,1,3,28,6.8338,6.1991
1982,11,2,2,1,40,5.5198,4.9422
1982,11,2,2,2,137,1.9818,0.7365
1982,11,2,2,3,97,4.6913,3.8937
1982,11,2,3,1,33,0.4631,0.0110
1982,11,2,3,2,81,3.5632,2.8126
1982,11,2,3,3,106,6.9404,6.5954
1982,12,1,1,1,256,0.5689,0.2898
1982,12,1,1,2,156,2.6599,2.4299
1982,12,1,1,3,104,1.0122,0.7355
1982,12,1,2,1,166,1.7750,1.4068
1982,12,1,2,2,189,1.1371,0.7971
1982,12,1,2,3,122,2.4245,2.1868
1982,12,1,3,1,202,-1.1370,-1.2838
1982,12,1,3,2,188,1.4754,1.3075
1982,12,1,3,3,161,1.9646,1.8393
1982,12,2,1,1,29,4.5025,4.3129
1982,12,2,1,2,60,1.7203,1.5174
1982,12,2,1,3,28,-0.2277,-0.3446
1982,12,2,2,1,38,3.1832,2.9800
1982,12,2,2,2,132,1.4340,1.2452
1982,12,2,2,3,104,3.0502,2.8040
1982,12,2,3,1,32,3.0067,2.6011
1982,12,2,3,2,89,1.0660,0.8524
1982,12,2,3,3,98,-0.0371,-0.2326
1983,1,1,1,1,257,7.5930,7.5358
1983,1,1,1,2,159,5.3779,5.2321
1983,1,1,1,3,106,5.8353,5.7273
1983,1,1,2,1,169,6.4038,6.2280
1983,1,1,2,2,193,7.6440,7.4026
1983,1,1,2,3,124,4.3297,4.1562
1983,1,1,3,1,218,9.1980,9.1337
1983,1,1,3,2,186,6.7287,6.5005
1983,1,1,3,3,159,8.3614,8.2768
1983,1,2,1,1,31,7.9149,7.5564
1983,1,2,1,2,58,4.1535,3.9923
1983,1,2,1,3,28,3.3554,3.0226
1983,1,2,2,1,41,3.6543,3.3161
1983,1,2,2,2,128,6.2061,5.9914
1983,1,2,2,3,104,2.1365,1.9798
1983,1,2,3,1,33,4.5233,4.1420
1983,1,2,3,2,90,5.4831,5.2242
1983,1,2,3,3,96,2.5914,2.3773
1983,2,1,1,1,234,7.0209,6.7414
1983,2,1,1,2,176,6.7609,6.3177
1983,2,1,1,3,103,9.1135,8.8559
1983,2,1,2,1,171,6.3043,6.0030
1983,2,1,2,2,190,5.7302,5.3560
1983,2,1,2,3,133,8.5792,8.2464
1983,2,1,3,1,212,-0.4777,-0.6526
1983,2,1,3,2,199,4.8092,4.5646
1983,2,1,3,3,170,6.4631,6.2796
1983,2,2,1,1,33,-1.1686,-1.4577
1983,2,2,1,2,50,0.8375,-0.3588
1983,2,2,1,3,32,4.5838,4.2992
1983,2,2,2,1,47,3.7832,3.1269
1983,2,2,2,2,130,2.2302,1.0787
1983,2,2,2,3,95,2.5540,1.8233
1983,2,2,3,1,38,2.3989,2.0035
1983,2,2,3,2,83,1.5564,1.0075
1983,2,2,3,3,101,4.5755,4.2943
1983,3,1,1,1,233,6.1932,5.9755
1983,3,1,1,2,190,5.6434,5.4019
1983,3,1,1,3,113,7.0367,6.8573
1983,3,1,2,1,167,6.1779,5.9460
1983,3,1,2,2,199,4.0798,3.7841
1983,3,1,2,3,147,5.0189,4.7516
1983,3,1,3,1,222,1.2765,1.1644
1983,3,1,3,2,207,3.9025,3.8024
1983,3,1,3,3,198,3.6084,3.4955
1983,3,2,1,1,32,5.5913,5.4035
1983,3,2,1,2,60,4.3139,4.1180
1983,3,2,1,3,25,5.2733,4.9353
1983,3,2,2,1,47,-0.0660,-0.2952
1983,3,2,2,2,131,2.3915,1.9668
1983,3,2,2,3,94,2.8654,2.6107
1983,3,2,3,1,38,1.1850,0.6355
1983,3,2,3,2,80,2.1782,1.9954
1983,3,2,3,3,106,3.9891,3.8160
1983,4,1,1,1,254,7.6803,7.6600
1983,4,1,1,2,187,8.3971,8.2374
1983,4,1,1,3,122,7.1788,7.0627
1983,4,1,2,1,172,6.7804,6.6708
1983,4,1,2,2,203,6.4356,6.1750
1983,4,1,2,3,152,8.9461,8.8592
1983,4,1,3,1,237,4.4422,4.3829
1983,4,1,3,2,196,4.1340,3.9471
1983,4,1,3,3,217,8.6072,8.5214
1983,4,2,1,1,33,9.9526,9.8462
1983,4,2,1,2,59,6.1585,6.0436
1983,4,2,1,3,25,8.6586,8.4448
1983,4,2,2,1,43,9.8094,9.7338
1983,4,2,2,2,133,6.1520,5.9885
1983,4,2,2,3,95,8.1207,7.9809
1983,4,2,3,1,36,5.9273,5.8045
1983,4,2,3,2,85,4.5500,4.4182
1983,4,2,3,3,104,6.6247,6.5022
1983,5,1,1,1,263,6.4704,6.2411
1983,5,1,1,2,184,6.3986,5.9850
1983,5,1,1,3,134,10.5565,10.3162
1983,5,1,2,1,166,7.9373,7.7049
1983,5,1,2,2,202,5.2364,4.7836
1983,5,1,2,3,172,5.6422,5.3832
1983,5,1,3,1,235,11.6946,11.5526
1983,5,1,3,2,201,6.7391,6.5379
1983,5,1,3,3,227,5.6444,5.4951
1983,5,2,1,1,33,4.2962,3.8039
1983,5,2,1,2,64,0.1479,-0.7196
1983,5,2,1,3,27,-2.5306,-3.0158
1983,5,2,2,1,45,2.4878,1.9758
1983,5,2,2,2,128,-0.2559,-1.1311
1983,5,2,2,3,107,-3.0348,-3.5848
1983,5,2,3,1,40,5.9985,5.5907
1983,5,2,3,2,92,2.7106,2.0482
1983,5,2,3,3,94,1.0395,0.7586
1983,6,1,1,1,278,8.5059,8.3414
1983,6,1,1,2,190,4.3163,4.1620
1983,6,1,1,3,124,5.3357,5.1780
1983,6,1,2,1,164,6.3141,6.1596
1983,6,1,2,2,208,4.2723,4.0993
1983,6,1,2,3,177,6.5417,6.2899
1983,6,1,3,1,246,2.0536,1.9618
1983,6,1,3,2,213,4.4745,4.3648
1983,6,1,3,3,228,7.0258,6.9375
1983,6,2,1,1,33,-2.3802,-2.5482
1983,6,2,1,2,58,4.0188,3.8510
1983,6,2,1,3,34,2.9871,2.6402
1983,6,2,2,1,47,1.0675,0.7750
1983,6,2,2,2,135,3.4521,2.9358
1983,6,2,2,3,98,5.0907,4.7961
1983,6,2,3,1,42,6.4777,6.2356
1983,6,2,3,2,97,5.1808,5.0135
1983,6,2,3,3,90,4.6596,4.4800
1983,7,1,1,1,389,-2.8429,-2.8718
1983,7,1,1,2,184,-0.7413,-0.8725
1983,7,1,1,3,116,-1.1755,-1.2407
1983,7,1,2,1,186,-3.2995,-3.4235
1983,7,1,2,2,270,-1.6436,-1.8063
1983,7,1,2,3,183,-1.4264,-1.7169
1983,7,1,3,1,222,-3.4260,-3.4708
1983,7,1,3,2,202,-4.5851,-4.7342
1983,7,1,3,3,271,-2.7207,-2.8338
1983,7,2,1,1,48,-3.3832,-3.4787
1983,7,2,1,2,54,0.1325,0.0283
1983,7,2,1,3,20,-0.3602,-0.7481
1983,7,2,2,1,38,-3.1738,-3.3049
1983,7,2,2,2,150,-2.6154,-2.7080
1983,7,2,2,3,93,-3.1137,-3.2275
1983,7,2,3,1,34,-5.2926,-5.3046
1983,7,2,3,2,81,-4.6546,-4.8938
1983,7,2,3,3,139,-5.0576,-5.2288
1983,8,1,1,1,333,-3.6880,-3.9403
1983,8,1,1,2,185,-3.5642,-3.9300
1983,8,1,1,3,124,-3.1763,-4.7988
1983,8,1,2,1,200,-2.2872,-2.5403
1983,8,1,2,2,256,-2.2026,-2.6744
1983,8,1,2,3,175,-2.7943,-3.0611
1983,8,1,3,1,232,-3.7760,-3.8546
1983,8,1,3,2,182,-3.7060,-3.8509
1983,8,1,3,3,262,-4.0266,-4.2350
1983,8,2,1,1,41,0.0360,-0.3618
1983,8,2,1,2,53,2.7648,1.9900
1983,8,2,1,3,28,3.9192,2.6058
1983,8,2,2,1,45,5.3952,4.7354
1983,8,2,2,2,134,2.8584,2.0482
1983,8,2,2,3,101,-0.3951,-0.9710
1983,8,2,3,1,35,0.5125,-0.0401
1983,8,2,3,2,86,0.9579,0.4588
1983,8,2,3,3,133,-1.5050,-1.6979
1983,9,1,1,1,336,1.1994,1.0924
1983,9,1,1,2,183,2.4426,2.2457
1983,9,1,1,3,139,3.8922,3.8550
1983,9,1,2,1,208,0.3536,0.1324
1983,9,1,2,2,247,2.5855,2.3020
1983,9,1,2,3,189,3.1694,3.0142
1983,9,1,3,1,234,-4.4880,-4.5565
1983,9,1,3,2,177,2.4198,2.3145
1983,9,1,3,3,283,3.1739,3.0886
1983,9,2,1,1,43,3.0507,2.8401
1983,9,2,1,2,50,0.9346,0.6100
1983,9,2,1,3,29,1.3166,1.2601
1983,9,2,2,1,47,-2.0624,-2.2105
1983,9,2,2,2,131,0.5887,0.0683
1983,9,2,2,3,102,4.5152,4.3017
1983,9,2,3,1,38,0.3807,0.1375
1983,9,2,3,2,85,1.0464,0.6899
1983,9,2,3,3,130,1.6624,1.4485
1983,10,1,1,1,329,-5.8731,-5.9471
1983,10,1,1,2,185,-4.2137,-4.3334
1983,10,1,1,3,144,-5.5381,-5.6398
1983,10,1,2,1,204,-4.5874,-4.7376
1983,10,1,2,2,246,-3.2612,-3.5668
1983,10,1,2,3,188,-5.6079,-5.6989
1983,10,1,3,1,231,-9.1498,-9.2359
1983,10,1,3,2,171,-7.8771,-8.1111
1983,10,1,3,3,289,-7.2714,-7.3417
1983,10,2,1,1,42,-3.1608,-3.3946
1983,10,2,1,2,49,-2.6801,-2.7626
1983,10,2,1,3,30,2.5692,2.2599
1983,10,2,2,1,46,-2.3073,-2.4849
1983,10,2,2,2,134,-1.1362,-1.3672
1983,10,2,2,3,99,0.3034,0.2463
1983,10,2,3,1,41,-3.3049,-3.5245
1983,10,2,3,2,87,-3.5758,-3.8382
1983,10,2,3,3,124,-4.2298,-4.3912
1983,11,1,1,1,310,5.7660,5.5073
1983,11,1,1,2,192,6.2026,5.8689
1983,11,1,1,3,134,5.1593,4.9806
1983,11,1,2,1,204,4.1159,3.6795
1983,11,1,2,2,237,4.5536,4.1733
1983,11,1,2,3,171,6.8349,6.5613
